"","id","reference","species","group","guild","biome","distance","human_dens","body_mass","yi","vi"
"1427",1427,"Stokes et al., 2010","Loxodonta africana","Mammals","Herb","Tropical forest",20,0.85,3940.03,-0.586154772711081,0.283147558883064
"1428",1428,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",0.25,0.85,42.5,-0.895091491138006,0.222411050737955
"1429",1429,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",0.75,0.85,42.5,-1.07347481090076,0.187449591377207
"1430",1430,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",1.25,0.85,42.5,-1.22507736772813,0.22609300229533
"1431",1431,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",2,0.85,42.5,-0.690181704970088,0.592204157865583
"1432",1432,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",3.25,0.85,42.5,-1.33703963025154,0.360293983983281
"1433",1433,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",5,0.85,42.5,-2.17914546393631,0.237793898950378
"1434",1434,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",7,0.85,42.5,-1.70446528680668,0.494029234299273
"1435",1435,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",9,0.85,42.5,-0.679801474299287,0.441587793744972
"1436",1436,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",11,0.85,42.5,-0.0588319289861808,0.246401462202002
"1437",1437,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",13,0.85,42.5,-0.293402452073771,0.564953633091591
"1438",1438,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",16,0.85,42.5,-1.21835949217561,0.694077577445851
"1439",1439,"Stokes et al., 2010","Pan troglodytes","Mammals","Frug","Tropical forest",20,0.85,42.5,-0.692157711258777,0.300922357899975
"1440",1440,"Suarez et al., 2013","Penelope jacquacu","Birds","Frug","Tropical forest",1,2.2,1.49,-1.45424193142257,1.31915831936023
"1441",1441,"Suarez et al., 2013","Pipile pipile","Birds","Frug","Tropical forest",1,2.2,1.82,-0.607180190088222,1.12821168178907
"1442",1442,"Suarez et al., 2013","Psophia crepitans","Birds","Frug","Tropical forest",1,2.2,1.03,-0.201830349712663,2.83912151205309
"1443",1443,"Suarez et al., 2013","Cebus albifrons","Mammals","Omn","Tropical forest",1,2.2,2.63,-0.201717959012926,1.22290380936699
"1444",1444,"Suarez et al., 2013","Dasyprocta fuliginosa","Mammals","Omn","Tropical forest",1,2.2,3.5,-0.201523937834735,1.52285064265007
"1445",1445,"Suarez et al., 2013","Myoprocta pratti","Mammals","Omn","Tropical forest",1,2.2,0.97,0.491196894392169,1.89645551912404
"1446",1446,"Suarez et al., 2013","Pecari tajacu","Mammals","Herb","Tropical forest",1,2.2,21.27,-1.11841491596429,2.56722970301887
"1447",1447,"Suarez et al., 2013","Pithecia monachus","Mammals","Omn","Tropical forest",1,2.2,1.54,0.77891400231737,1.27513364788296
"1448",1448,"Suarez et al., 2013","Saguinus tripartitus","Mammals","Omn","Tropical forest",1,2.2,0.39,-0.0681262391190368,1.03388620006321
"1449",1449,"Suarez et al., 2013","Saimiri sciureus","Mammals","Omn","Tropical forest",1,2.2,0.74,-0.894808315450305,1.39145215381304
"1450",1450,"Suarez et al., 2013","Sciurus spp","Mammals","Frug","Tropical forest",1,2.2,0.6,-0.319513236372976,0.751776522177151
"1451",1451,"Suarez et al., 2013","Penelope jacquacu","Birds","Frug","Tropical forest",1,4.88,1.49,-1.12092102157148,1.06149790395706
"1452",1452,"Suarez et al., 2013","Pipile pipile","Birds","Frug","Tropical forest",1,4.88,1.82,-1.77813366599817,2.25089721301567
"1453",1453,"Suarez et al., 2013","Psophia crepitans","Birds","Frug","Tropical forest",1,4.88,1.03,0.824891262610372,1.74717594936133
"1454",1454,"Suarez et al., 2013","Ramphastos spp","Birds","Frug","Tropical forest",1,4.88,0.4,1.11244554770015,1.58049641709515
"1455",1455,"Suarez et al., 2013","Ateles belzebuth","Mammals","Frug","Tropical forest",1,4.88,5,-1.18991671938144,1.53878521389334
"1456",1456,"Suarez et al., 2013","Callicebus moloch","Mammals","Omn","Tropical forest",1,4.88,0.85,-0.87976750807911,1.09663319189878
"1457",1457,"Suarez et al., 2013","Cebus albifrons","Mammals","Omn","Tropical forest",1,4.88,2.63,-0.679115430257174,1.48343521816377
"1458",1458,"Suarez et al., 2013","Lagothrix lagotricha","Mammals","Frug","Tropical forest",1,4.88,6.3,0.0139862419747399,0.774212854080565
"1459",1459,"Suarez et al., 2013","Mazama americana","Mammals","Herb","Tropical forest",1,4.88,22.8,-0.274609990884428,2.96300075857517
"1460",1460,"Suarez et al., 2013","Microsciurus flaviventer","Mammals","Frug","Tropical forest",1,4.88,0.09,0.420146343002997,3.66958408968196
"1461",1461,"Suarez et al., 2013","Myoprocta pratti","Mammals","Omn","Tropical forest",1,4.88,0.97,-0.273853716073466,2.7811060445093
"1462",1462,"Suarez et al., 2013","Pecari tajacu","Mammals","Herb","Tropical forest",1,4.88,21.27,-1.18964242525266,2.56567546554435
"1463",1463,"Suarez et al., 2013","Pithecia monachus","Mammals","Omn","Tropical forest",1,4.88,1.54,0.0137251674211151,1.65002002027435
"1464",1464,"Suarez et al., 2013","Saguinus tripartitus","Mammals","Omn","Tropical forest",1,4.88,0.39,0.552997645652472,0.872199544188994
"1465",1465,"Suarez et al., 2013","Saimiri sciureus","Mammals","Omn","Tropical forest",1,4.88,0.74,0.131765395470235,0.904566993372345
"1466",1466,"Suarez et al., 2013","Sciurus spp","Mammals","Frug","Tropical forest",1,4.88,0.6,-0.679155984472673,0.802969792390553
"1467",1467,"Thiollay, 1984","Accipiter bicolor","Birds","Carn","Tropical forest",2.5,0.04,0.29,1.01160091167848,1.18054214993426
"1468",1468,"Thiollay, 1984","Buteogallus urubitinga","Birds","Carn","Tropical forest",2.5,0.04,1.15,-1.80180980508156,0.0415708300045914
"1469",1469,"Thiollay, 1984","Cathartes melambrotus","Birds","Carn","Tropical forest",2.5,0.04,1.37,-0.591794686299658,0.0166073948899442
"1470",1470,"Thiollay, 1984","Elanoides forficatus","Birds","Inver","Tropical forest",2.5,0.04,0.42,-0.916290731874155,0.0138120705740792
"1471",1471,"Thiollay, 1984","Harpagus bidentatus","Birds","Inver","Tropical forest",2.5,0.04,0.22,-0.186329578191493,0.0225550813978807
"1472",1472,"Thiollay, 1984","Harpagus diodon","Birds","Inver","Tropical forest",2.5,0.04,0.2,-0.405465108108164,0.143935148461072
"1473",1473,"Thiollay, 1984","Ibycter americanus","Birds","Inver","Tropical forest",2.5,0.04,0.62,-1.32779815443828,0.118971929851874
"1474",1474,"Thiollay, 1984","Micrastur gilvicollis","Birds","Carn","Tropical forest",2.5,0.04,0.21,1.145132304303,1.33201935018936
"1475",1475,"Thiollay, 1984","Micrastur semitorquatus","Birds","Carn","Tropical forest",2.5,0.04,0.62,-0.405465108108164,4.27734006734007
"1476",1476,"Thiollay, 1984","Morphnus guianensis","Birds","Carn","Tropical forest",2.5,0.04,1.75,-1.51412773262978,0.142574355371901
"1477",1477,"Thiollay, 1984","Pseudastur albicollis","Birds","Carn","Tropical forest",2.5,0.04,0.71,-0.295229278087164,0.0347325274662124
"1478",1478,"Thiollay, 1984","Sarcoramphus papa","Birds","Carn","Tropical forest",2.5,0.04,3.4,-1.10615949430349,0.0223035029628105
"1479",1479,"Thiollay, 1984","Spizaetus melanoleucus","Birds","Carn","Tropical forest",2.5,0.04,0.85,-0.413012313743547,0.035717181156684
"1480",1480,"Thiollay, 1984","Spizaetus ornatus","Birds","Carn","Tropical forest",2.5,0.04,1.2,-1.39384156675527,0.0505599940512547
"1481",1481,"Thiollay, 2005","Amazona amazonica, A. farinosa, A. dufresniana and A. ochrocephala","Birds","Frug","Tropical forest",22.17,0.08,0.49,-1.11730442168026,0.0662251027047016
"1482",1482,"Thiollay, 2005","Amazona amazonica, A. farinosa, A. dufresniana and A. ochrocephala","Birds","Frug","Tropical forest",41.13,0.08,0.49,-0.718148482765363,0.0653017628900761
"1483",1483,"Thiollay, 2005","Ara chloroptera and A. macao","Birds","Frug","Tropical forest",22.17,0.08,1.11,-1.78190717278504,0.508602348197506
"1484",1484,"Thiollay, 2005","Ara chloroptera and A. macao","Birds","Frug","Tropical forest",41.13,0.08,1.11,-0.626136470276985,0.120008076822774
"1485",1485,"Thiollay, 2005","Crax alector","Birds","Frug","Tropical forest",22.17,0.08,2.87,-1.89974810729215,0.124285014300143
"1486",1486,"Thiollay, 2005","Crax alector","Birds","Frug","Tropical forest",41.13,0.08,2.87,-0.7170527014135,0.0984831206413565
"1487",1487,"Thiollay, 2005","Crypturellus variegatus","Birds","Frug","Tropical forest",22.17,0.08,0.38,-0.526093095896779,0.0349930384538633
"1488",1488,"Thiollay, 2005","Crypturellus variegatus","Birds","Frug","Tropical forest",41.13,0.08,0.38,-0.192765515955038,0.0313730602764196
"1489",1489,"Thiollay, 2005","Odontophorus gujanensis","Birds","Omn","Tropical forest",22.17,0.08,0.31,-1.31058253938419,0.285448349408077
"1490",1490,"Thiollay, 2005","Odontophorus gujanensis","Birds","Omn","Tropical forest",41.13,0.08,0.31,-0.851050210005754,0.0780736443706293
"1491",1491,"Thiollay, 2005","Penelope marail and Pipile cumanensis","Birds","Frug","Tropical forest",22.17,0.08,1.29,-1.43706668649331,0.0531610552173793
"1492",1492,"Thiollay, 2005","Penelope marail and Pipile cumanensis","Birds","Frug","Tropical forest",41.13,0.08,1.29,-0.0933319397922191,0.0454563100658005
"1493",1493,"Thiollay, 2005","Psophia crepitans","Birds","Frug","Tropical forest",22.17,0.08,1.03,-2.38262780066758,0.0781158142269253
"1494",1494,"Thiollay, 2005","Psophia crepitans","Birds","Frug","Tropical forest",41.13,0.08,1.03,-1.12986483217221,0.0589884101788864
"1495",1495,"Thiollay, 2005","Ramphastos tucanus and R. vitellinus","Birds","Frug","Tropical forest",22.17,0.08,0.47,-0.874326532775123,0.0878004254550116
"1496",1496,"Thiollay, 2005","Ramphastos tucanus and R. vitellinus","Birds","Frug","Tropical forest",41.13,0.08,0.47,-0.534923175345051,0.120029391085065
"1497",1497,"Thiollay, 2005","Tinamus major","Birds","Frug","Tropical forest",22.17,0.08,1.03,-0.980829253011726,0.02744708994709
"1498",1498,"Thiollay, 2005","Tinamus major","Birds","Frug","Tropical forest",41.13,0.08,1.03,-0.196710294246054,0.0160764920334864
"1499",1499,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,0,7.9,0.430782916092454,0.196184646905801
"1500",1500,"Thoisy et al., 2005","Cebus olivaceus","Mammals","Omn","Tropical forest",2.5,0,2.6,0.626824537628873,0.37881848206872
"1501",1501,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,0,1.38,0.182321556793955,1.70627239057239
"1502",1502,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,0,0.54,0.171850256926659,0.26733736746359
"1503",1503,"Thoisy et al., 2005","Sapajus apella","Mammals","Omn","Tropical forest",2.5,0,2.5,-0.206453316873831,0.146035731017175
"1504",1504,"Thoisy et al., 2005","Alouatta seniculus","Mammals","Herb","Tropical forest",2.5,0.05,6.15,-1.93152141160321,1.66545910692729
"1505",1505,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,0.05,7.9,-0.108213584640233,0.241125183071958
"1506",1506,"Thoisy et al., 2005","Cebus olivaceus","Mammals","Omn","Tropical forest",2.5,0.05,2.6,-1.31908561142644,1.11520977796596
"1507",1507,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,0.05,1.38,0.78845736036427,1.30835271289975
"1508",1508,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,0.05,0.54,0.44628710262842,0.229133740983202
"1509",1509,"Thoisy et al., 2005","Sapajus apella","Mammals","Omn","Tropical forest",2.5,0.05,2.5,-1.17585387406193,0.261436187823743
"1510",1510,"Thoisy et al., 2005","Alouatta seniculus","Mammals","Herb","Tropical forest",2.5,0.08,6.15,-0.0856947211048828,0.35818783247072
"1511",1511,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,0.08,7.9,0.0500104205746612,0.180859128589718
"1512",1512,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,0.08,1.38,-1.6094379124341,3.54386985645933
"1513",1513,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,0.08,0.54,0.171850256926659,0.211356417859663
"1514",1514,"Thoisy et al., 2005","Sapajus apella","Mammals","Omn","Tropical forest",2.5,0.08,2.5,-0.0184010853708913,0.101467306963155
"1515",1515,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,0.08,7.9,0.54113097326132,0.191448524008088
"1516",1516,"Thoisy et al., 2005","Cebus olivaceus","Mammals","Omn","Tropical forest",2.5,0.08,2.6,-1.13676405463249,1.07626424656499
"1517",1517,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,0.08,1.38,-0.22314355131421,2.16229090909091
"1518",1518,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,0.08,0.54,0,0.298627308238636
"1519",1519,"Thoisy et al., 2005","Sapajus apella","Mammals","Omn","Tropical forest",2.5,0.08,2.5,-0.0184010853708913,0.135329396114606
"1520",1520,"Thoisy et al., 2005","Alouatta seniculus","Mammals","Herb","Tropical forest",2.5,0.08,6.15,-3.03013370027132,5.21961369629927
"1521",1521,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,0.08,7.9,-0.262364264467491,0.283572451138605
"1522",1522,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,0.08,1.38,-1.6094379124341,5.91229090909091
"1523",1523,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,0.08,0.54,-0.693147180559945,0.454703480113636
"1524",1524,"Thoisy et al., 2005","Sapajus apella","Mammals","Omn","Tropical forest",2.5,0.08,2.5,-0.603334681290604,0.192253348602899
"1525",1525,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,0.05,7.9,-1.02450431651439,0.44112465068509
"1526",1526,"Thoisy et al., 2005","Cebus olivaceus","Mammals","Omn","Tropical forest",2.5,0.05,2.6,0.367313342143788,0.411183267016423
"1527",1527,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,0.05,1.38,1.38629436111989,1.13934659090909
"1528",1528,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,0.05,0.54,-0.246860077931526,0.324021661931818
"1529",1529,"Thoisy et al., 2005","Sapajus apella","Mammals","Omn","Tropical forest",2.5,0.05,2.5,-0.77038876595377,0.201844683488258
"1530",1530,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,0,7.9,-1.58412010444981,0.712637193202097
"1531",1531,"Thoisy et al., 2005","Cebus olivaceus","Mammals","Omn","Tropical forest",2.5,0,2.6,-0.625938430866495,0.718088452914201
"1532",1532,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,0,1.38,0.8754687373539,1.30817715247715
"1533",1533,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,0,0.54,-0.133531392624522,0.312174932980497
"1534",1534,"Thoisy et al., 2005","Sapajus apella","Mammals","Omn","Tropical forest",2.5,0,2.5,-1.55884612631804,0.380814192032973
"1535",1535,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,0,7.9,-0.528067430200497,0.324136301470168
"1536",1536,"Thoisy et al., 2005","Cebus olivaceus","Mammals","Omn","Tropical forest",2.5,0,2.6,0.735038122269105,0.364879486382158
"1537",1537,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,0,1.38,0,1.86802424242424
"1538",1538,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,0,0.54,0,0.291178554518398
"1539",1539,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,17.44,1.38,0.955511445027436,1.29785599784831
"1540",1540,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,17.44,0.54,1.13943428318836,0.192203480113636
"1541",1541,"Thoisy et al., 2005","Sapajus apella","Mammals","Omn","Tropical forest",2.5,17.44,2.5,-1.17585387406193,0.291075201478073
"1542",1542,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,0.1,7.9,-1.71765149707433,0.768174743449469
"1543",1543,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,0.1,1.38,-0.22314355131421,2.04865454545455
"1544",1544,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,0.1,0.54,1.83258146374831,0.164923889204545
"1545",1545,"Thoisy et al., 2005","Sapajus apella","Mammals","Omn","Tropical forest",2.5,0.1,2.5,-1.27116405386626,0.290898445279726
"1546",1546,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,16.76,7.9,-1.71765149707433,0.739851358759624
"1547",1547,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,16.76,1.38,-0.22314355131421,1.99924743083004
"1548",1548,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,16.76,0.54,-0.133531392624522,0.297394806644249
"1549",1549,"Thoisy et al., 2005","Sapajus apella","Mammals","Omn","Tropical forest",2.5,16.76,2.5,-0.335070694695924,0.149060154765892
"1550",1550,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,17.44,7.9,-1.46633706879343,0.621787400633555
"1551",1551,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,17.44,0.54,-0.169899036795397,0.31080305612062
"1552",1552,"Thoisy et al., 2005","Sapajus apella","Mammals","Omn","Tropical forest",2.5,17.44,2.5,-2.4751368581922,0.821734177602958
"1553",1553,"Thoisy et al., 2005","Ateles paniscus","Mammals","Frug","Tropical forest",2.5,1.4,7.9,-2.56494935746154,1.44691467336083
"1554",1554,"Thoisy et al., 2005","Pithecia pithecia","Mammals","Omn","Tropical forest",2.5,1.4,1.38,1.43508452528932,1.10255304061018
"1555",1555,"Thoisy et al., 2005","Saguinus midas","Mammals","Omn","Tropical forest",2.5,1.4,0.54,2.16905370036952,0.156483730113636
"1556",1556,"Topp-J?rgensen et al., 2009","Cephalophus harveyi","Mammals","Herb","Montane forest",3.76,15.77,14.5,-1.44036158239017,0.22907950710855
"1557",1557,"Topp-J?rgensen et al., 2009","Cercopithecus mitis","Mammals","Frug","Montane forest",3.76,15.77,5,-1.26851132546351,0.0656634237886679
"1558",1558,"Topp-J?rgensen et al., 2009","Colobus angolensis","Mammals","Herb","Montane forest",3.76,15.77,9.85,-1.33500106673234,0.133235307087495
"1559",1559,"Topp-J?rgensen et al., 2009","Cricetomys gambianus","Mammals","Omn","Montane forest",3.76,15.77,1.27,-0.492045729114394,1.24969706399224
"1560",1560,"Topp-J?rgensen et al., 2009","Philantomba monticola, Neotragus moschatus","Mammals","Frug","Montane forest",3.76,15.77,5.7,-2.71469474382088,0.355391932731995
"1561",1561,"Topp-J?rgensen et al., 2009","Potamochoerus larvatus","Mammals","Omn","Montane forest",3.76,15.77,48.78,-1.99243016469021,0.757874105601469
"1562",1562,"Topp-J?rgensen et al., 2009","Procolobus gordonorum","Mammals","Herb","Montane forest",3.76,15.77,8.59,-0.773189888233482,0.0842054270515809
"1563",1563,"Topp-J?rgensen et al., 2009","Cephalophus harveyi","Mammals","Herb","Montane forest",7.39,16.97,14.5,-0.650222135842911,0.12791211898167
"1564",1564,"Topp-J?rgensen et al., 2009","Cephalophus spadix","Mammals","Herb","Montane forest",7.39,16.97,56,-4.43675153436313,5.05439772154336
"1565",1565,"Topp-J?rgensen et al., 2009","Cercopithecus mitis","Mammals","Frug","Montane forest",7.39,16.97,5,-0.826678573184468,0.0621601268558597
"1566",1566,"Topp-J?rgensen et al., 2009","Colobus angolensis","Mammals","Herb","Montane forest",7.39,16.97,9.85,-0.214409871345455,0.0420884191050946
"1567",1567,"Topp-J?rgensen et al., 2009","Cricetomys gambianus","Mammals","Omn","Montane forest",7.39,16.97,1.27,0.149400077068661,0.882239358968234
"1568",1568,"Topp-J?rgensen et al., 2009","Orycteropus afer","Mammals","Inver","Montane forest",7.39,16.97,52.35,-1.05693959226754,2.74951759910241
"1569",1569,"Topp-J?rgensen et al., 2009","Philantomba monticola, Neotragus moschatus","Mammals","Frug","Montane forest",7.39,16.97,5.7,-0.868868053322548,0.0747121743447991
"1570",1570,"Topp-J?rgensen et al., 2009","Potamochoerus larvatus","Mammals","Omn","Montane forest",7.39,16.97,48.78,-2.21557371600442,0.923585911157025
"1571",1571,"Topp-J?rgensen et al., 2009","Procolobus gordonorum","Mammals","Herb","Montane forest",7.39,16.97,8.59,-0.815749502652278,0.0785855751020789
"1572",1572,"Urquiza-Haas et al. 2011","Crypturellus spp.","Birds","Frug","Tropical forest",3.5,5.37,0.4,0.207086114418351,0.0573240038367186
"1573",1573,"Urquiza-Haas et al. 2011","Ortalis vetula","Birds","Frug","Tropical forest",3.5,5.37,0.56,-0.301359297759235,0.00902219999634554
"1574",1574,"Urquiza-Haas et al. 2011","Ramphastos sulfuratus","Birds","Frug","Tropical forest",3.5,5.37,0.41,-1.15745278869104,0.456664943770097
"1575",1575,"Urquiza-Haas et al. 2011","Dasyprocta punctata","Mammals","Omn","Tropical forest",3.5,5.37,2.67,-1.15745278869104,0.456664943770097
"1576",1576,"Urquiza-Haas et al. 2011","Mazama americana and M. pandora","Mammals","Herb","Tropical forest",3.5,5.37,16.5,1.32566973930346,0.251967574506083
"1577",1577,"Urquiza-Haas et al. 2011","Nasua narica","Mammals","Frug","Tropical forest",3.5,5.37,4.03,-0.510825623765991,0.282550215785239
"1578",1578,"Urquiza-Haas et al. 2011","Odocoileus virginianus","Mammals","Herb","Tropical forest",3.5,5.37,55.51,-0.485507815781701,0.18715483363953
"1579",1579,"Urquiza-Haas et al. 2011","Pecari tajacu","Mammals","Herb","Tropical forest",3.5,5.37,21.27,0.205852054204149,0.185384028019345
"1580",1580,"Urquiza-Haas et al. 2011","Sciurus spp","Mammals","Frug","Tropical forest",3.5,5.37,0.6,0.150282203049338,0.0450505480847253
"1581",1581,"Urquiza-Haas et al. 2011","Crypturellus spp.","Birds","Frug","Tropical forest",3.5,7.72,0.4,-0.68433655087779,0.0833731425916386
"1582",1582,"Urquiza-Haas et al. 2011","Meleagris ocellata","Birds","Omn","Tropical forest",3.5,7.72,5.53,-1.68175857401373,0.466136944307161
"1583",1583,"Urquiza-Haas et al. 2011","Ortalis vetula","Birds","Frug","Tropical forest",3.5,7.72,0.56,0.0419498848585097,0.00650278447625143
"1584",1584,"Urquiza-Haas et al. 2011","Ramphastos sulfuratus","Birds","Frug","Tropical forest",3.5,7.72,0.41,1.54451836633478,0.111354128008528
"1585",1585,"Urquiza-Haas et al. 2011","Dasyprocta punctata","Mammals","Omn","Tropical forest",3.5,7.72,2.67,1.43508452528932,0.113531316252637
"1586",1586,"Urquiza-Haas et al. 2011","Mazama americana and M. pandora","Mammals","Herb","Tropical forest",3.5,7.72,16.5,-0.75377180237638,0.580527144818583
"1587",1587,"Urquiza-Haas et al. 2011","Nasua narica","Mammals","Frug","Tropical forest",3.5,7.72,4.03,0.748717031714756,0.134494987114759
"1588",1588,"Urquiza-Haas et al. 2011","Odocoileus virginianus","Mammals","Herb","Tropical forest",3.5,7.72,55.51,-0.732367893713227,0.18701577113953
"1589",1589,"Urquiza-Haas et al. 2011","Pecari tajacu","Mammals","Herb","Tropical forest",3.5,7.72,21.27,-1.47590651980958,0.483347654578464
"1590",1590,"Urquiza-Haas et al. 2011","Sciurus spp","Mammals","Frug","Tropical forest",3.5,7.72,0.6,1.05722707250526,0.0291478733249486
"1591",1591,"Urquiza-Haas et al. 2011","Crax rubra","Birds","Frug","Tropical forest",3.5,3.36,4.13,-0.693147180559945,0.280740173123315
"1592",1592,"Urquiza-Haas et al. 2011","Crax rubra","Birds","Frug","Tropical forest",3.5,3.36,4.13,0.200670695462151,0.171468808381622
"1593",1593,"Urquiza-Haas et al. 2011","Crypturellus spp.","Birds","Frug","Tropical forest",3.5,3.36,0.4,-1.04982212449868,0.129847112362186
"1594",1594,"Urquiza-Haas et al. 2011","Crypturellus spp.","Birds","Frug","Tropical forest",3.5,3.36,0.4,0.512823626428664,0.0544340416833069
"1595",1595,"Urquiza-Haas et al. 2011","Meleagris ocellata","Birds","Omn","Tropical forest",3.5,3.36,5.53,-0.693147180559945,0.280740173123315
"1596",1596,"Urquiza-Haas et al. 2011","Meleagris ocellata","Birds","Omn","Tropical forest",3.5,3.36,5.53,-0.0281708769666963,0.191149794354523
"1597",1597,"Urquiza-Haas et al. 2011","Ortalis vetula","Birds","Frug","Tropical forest",3.5,3.36,0.56,0.0612436252407186,0.0346336100752435
"1598",1598,"Urquiza-Haas et al. 2011","Ortalis vetula","Birds","Frug","Tropical forest",3.5,3.36,0.56,0.142047657656015,0.033361640471504
"1599",1599,"Urquiza-Haas et al. 2011","Ramphastos sulfuratus","Birds","Frug","Tropical forest",3.5,3.36,0.41,-0.705447458641597,0.0249233170874479
"1600",1600,"Urquiza-Haas et al. 2011","Ramphastos sulfuratus","Birds","Frug","Tropical forest",3.5,3.36,0.41,-0.584369527088361,0.02304839155882
"1601",1601,"Urquiza-Haas et al. 2011","Alouatta pigra","Mammals","Herb","Tropical forest",3.5,3.36,7,0,0.753512132822478
"1602",1602,"Urquiza-Haas et al. 2011","Ateles geoffroyi","Mammals","Frug","Tropical forest",3.5,3.36,5.28,-1.6094379124341,0.447039761600681
"1603",1603,"Urquiza-Haas et al. 2011","Ateles geoffroyi","Mammals","Frug","Tropical forest",3.5,3.36,5.28,-1.6094379124341,0.447039761600681
"1604",1604,"Urquiza-Haas et al. 2011","Dasyprocta punctata","Mammals","Omn","Tropical forest",3.5,3.36,2.67,-2.31363492918063,0.408268342046288
"1605",1605,"Urquiza-Haas et al. 2011","Dasyprocta punctata","Mammals","Omn","Tropical forest",3.5,3.36,2.67,-1.25276296849537,0.16615240954574
"1606",1606,"Urquiza-Haas et al. 2011","Mazama americana and M. pandora","Mammals","Herb","Tropical forest",3.5,3.36,16.5,-1.26851132546351,0.238834042855116
"1607",1607,"Urquiza-Haas et al. 2011","Nasua narica","Mammals","Frug","Tropical forest",3.5,3.36,4.03,-1.3609765531356,0.0602846566414092
"1608",1608,"Urquiza-Haas et al. 2011","Nasua narica","Mammals","Frug","Tropical forest",3.5,3.36,4.03,-1.24002394271794,0.0548381390547238
"1609",1609,"Urquiza-Haas et al. 2011","Odocoileus virginianus","Mammals","Herb","Tropical forest",3.5,3.36,55.51,-0.693147180559945,0.561702852277565
"1610",1610,"Urquiza-Haas et al. 2011","Odocoileus virginianus","Mammals","Herb","Tropical forest",3.5,3.36,55.51,-0.693147180559945,0.561702852277565
"1611",1611,"Urquiza-Haas et al. 2011","Pecari tajacu","Mammals","Herb","Tropical forest",3.5,3.36,21.27,-1.09861228866811,0.498273496996358
"1612",1612,"Urquiza-Haas et al. 2011","Pecari tajacu","Mammals","Herb","Tropical forest",3.5,3.36,21.27,-1.09861228866811,0.498273496996358
