"","id","reference","species","group","guild","biome","distance","human_dens","body_mass","yi","vi"
"1",1,"Altrichter et al., 2005","Catagonus wagneri","Mammals","Herb","Xerophilous forest",3.25,0.38,35.57,-0.950976289862045,0.311986187766307
"2",2,"Altrichter et al., 2005","Pecari tajacu","Mammals","Herb","Xerophilous forest",3.25,0.38,21.27,-0.383725121471758,0.0828684069358276
"3",3,"Altrichter et al., 2005","Tayassu pecari","Mammals","Frug","Xerophilous forest",3.25,0.38,32.23,-1.14788333767489,2.88092074634524
"4",4,"Aquino et al., 2014","Mazama americana","Mammals","Herb","Tropical forest",18,4.43,22.8,-1.70660166088775,0.126727135485195
"5",5,"Aquino et al., 2014","Mazama americana","Mammals","Herb","Tropical forest",18,4.43,22.8,0,0.0493726383173297
"6",6,"Aquino et al., 2014","Mazama gouazoubira","Mammals","Omn","Tropical forest",18,4.43,16.63,-1.64580555660497,0.233061200274348
"7",7,"Aquino et al., 2014","Mazama gouazoubira","Mammals","Omn","Tropical forest",18,4.43,16.63,0,0.0952033333333334
"8",8,"Aquino et al., 2014","Pecari tajacu","Mammals","Herb","Tropical forest",18,4.43,21.27,-0.858939435402689,0.0128282113350964
"9",9,"Aquino et al., 2014","Pecari tajacu","Mammals","Herb","Tropical forest",18,4.43,21.27,0,0.00926056134259259
"10",10,"Aquino et al., 2014","Tapirus terrestris","Mammals","Herb","Tropical forest",18,4.43,207.5,-2.93119375241642,0.670158275462963
"11",11,"Aquino et al., 2014","Tapirus terrestris","Mammals","Herb","Tropical forest",18,4.43,207.5,0,0.0889259259259259
"12",12,"Aquino et al., 2014","Tayassu pecari","Mammals","Frug","Tropical forest",18,4.43,32.23,0,0.00560333333333333
"13",13,"Atickem et al., 2011","Tragelaphus buxtoni","Mammals","Herb","Grasslands",4.9,36.77,215,-0.0387915369698732,0.264635589271256
"14",14,"Atickem et al., 2011","Tragelaphus buxtoni","Mammals","Herb","Grasslands",4.5,95.08,215,-0.27829537138929,0.198426243548051
"15",15,"Atickem et al., 2011","Tragelaphus buxtoni","Mammals","Herb","Grasslands",14.4,45.83,215,-1.84582669049833,0.211943181040118
"16",16,"Atickem et al., 2011","Tragelaphus buxtoni","Mammals","Herb","Grasslands",13.5,45.83,215,-0.164068116484604,0.231682194033785
"17",17,"Atickem et al., 2011","Tragelaphus buxtoni","Mammals","Herb","Grasslands",10.5,50.7,215,-0.449169542342894,0.249400505753821
"18",18,"Atickem et al., 2011","Tragelaphus buxtoni","Mammals","Herb","Grasslands",12.2,50.7,215,-1.6565846908598,0.215694161071106
"19",19,"Atickem et al., 2011","Tragelaphus buxtoni","Mammals","Herb","Grasslands",9.6,64.98,215,-0.557972402191693,0.28000527323156
"20",20,"Atickem et al., 2011","Tragelaphus buxtoni","Mammals","Herb","Grasslands",12.1,91.19,215,0.477377689698451,0.14256486789711
"21",21,"Barnes et al., 1991","Loxodonta africana","Mammals","Herb","Tropical forest",2.5,0.87,3940.03,-2.16905370036952,0.0425517695578231
"22",22,"Barnes et al., 1991","Loxodonta africana","Mammals","Herb","Tropical forest",7.5,0.87,3940.03,-0.510825623765991,0.0490316330309902
"23",23,"Barnes et al., 1991","Loxodonta africana","Mammals","Herb","Tropical forest",12.5,0.87,3940.03,-0.089612158689687,0.0185728348247502
"24",24,"Barnes et al., 1991","Loxodonta africana","Mammals","Herb","Tropical forest",12,0.87,3940.03,-1.35146885005288,0.121320425395045
"25",25,"Barnes et al., 1991","Loxodonta africana","Mammals","Herb","Tropical forest",13.75,0.87,3940.03,-1.52260843356501,0.126508346566373
"26",26,"Barrera-Zambrano et al., 2008","Callicebus torquatus","Mammals","Omn","Tropical forest",1,4.01,1.05,-0.0706175672139533,0.0969381594277297
"27",27,"Barrera-Zambrano et al., 2008","Pithecia monachus","Mammals","Omn","Tropical forest",1,4.01,1.54,1.77913531599966,0.40328952611548
"28",28,"Barrera-Zambrano et al., 2008","Saguinus spp","Mammals","Omn","Tropical forest",1,4.01,0.47,0.458486751601516,0.0190001155320701
"29",29,"Barrera-Zambrano et al., 2008","Saimiri sciureus","Mammals","Omn","Tropical forest",1,4.01,0.74,1.11330370482907,0.0295091407560377
"30",30,"Baur, 1998","Crax rubra","Birds","Frug","Tropical forest",6,2.39,4.13,-1.53147637096439,0.137064455914095
"31",31,"Baur, 1998","Crax rubra","Birds","Frug","Tropical forest",10,2.39,4.13,-2.22462355152433,0.362164399607789
"32",32,"Baur, 1998","Crax rubra","Birds","Frug","Tropical forest",14,2.39,4.13,-0.902867711542015,0.114277913121302
"33",33,"Baur, 1998","Meleagris ocellata","Birds","Omn","Tropical forest",6,2.39,5.53,-2.30258509299405,0.990861261261261
"34",34,"Baur, 1998","Meleagris ocellata","Birds","Omn","Tropical forest",10,2.39,5.53,-0.916290731874155,0.427798198198198
"35",35,"Baur, 1998","Meleagris ocellata","Birds","Omn","Tropical forest",14,2.39,5.53,-0.22314355131421,0.259067201576576
"36",36,"Baur, 1998","Ortalis vetula","Birds","Frug","Tropical forest",6,2.39,0.56,0.916290731874155,1.26074234234234
"37",37,"Baur, 1998","Ortalis vetula","Birds","Frug","Tropical forest",10,2.39,0.56,0.916290731874155,1.44066306306306
"38",38,"Baur, 1998","Ortalis vetula","Birds","Frug","Tropical forest",14,2.39,0.56,0.693147180559945,1.57255630630631
"39",39,"Baur, 1998","Penelope purpurascens","Birds","Frug","Tropical forest",6,2.39,2.06,-1.02961941718116,0.0980284199301342
"40",40,"Baur, 1998","Penelope purpurascens","Birds","Frug","Tropical forest",10,2.39,2.06,-0.782759339249632,0.110233609119323
"41",41,"Baur, 1998","Penelope purpurascens","Birds","Frug","Tropical forest",14,2.39,2.06,0.0689928714869514,0.0617663658760802
"42",42,"Baur, 1998","Tinamus major","Birds","Frug","Tropical forest",6,2.39,1.03,0.916290731874155,0.628584684684685
"43",43,"Baur, 1998","Tinamus major","Birds","Frug","Tropical forest",10,2.39,1.03,0,1.11942567567568
"44",44,"Baur, 1998","Tinamus major","Birds","Frug","Tropical forest",14,2.39,1.03,2.99573227355399,0.481505405405405
"45",45,"Baur, 1998","Mazama americana and M. pandora","Mammals","Herb","Tropical forest",6,2.39,16.5,-1.09861228866811,1.20049049049049
"46",46,"Baur, 1998","Mazama americana and M. pandora","Mammals","Herb","Tropical forest",10,2.39,16.5,0.287682072451781,0.637427427427427
"47",47,"Baur, 1998","Mazama americana and M. pandora","Mammals","Herb","Tropical forest",14,2.39,16.5,1.20397280432594,0.43453013013013
"48",48,"Baur, 1998","Nasua narica","Mammals","Frug","Tropical forest",6,2.39,4.03,1.94591014905531,1.03001470858614
"49",49,"Baur, 1998","Nasua narica","Mammals","Frug","Tropical forest",10,2.39,4.03,3.52636052461616,0.940633553103276
"50",50,"Baur, 1998","Nasua narica","Mammals","Frug","Tropical forest",14,2.39,4.03,1.09861228866811,1.35028528528529
"51",51,"Baur, 1998","Odocoileus virginianus","Mammals","Herb","Tropical forest",6,2.39,55.51,-1.09861228866811,1.20049049049049
"52",52,"Baur, 1998","Odocoileus virginianus","Mammals","Herb","Tropical forest",10,2.39,55.51,-1.09861228866811,1.65094094094094
"53",53,"Baur, 1998","Odocoileus virginianus","Mammals","Herb","Tropical forest",14,2.39,55.51,-0.405465108108164,0.971244994994995
"54",54,"Baur, 1998","Panthera onca and Puma concolor","Mammals","Carn","Tropical forest",6,2.39,75.8,-0.693147180559945,0.0750127905683461
"55",55,"Baur, 1998","Panthera onca and Puma concolor","Mammals","Carn","Tropical forest",10,2.39,75.8,-0.721318057526642,0.102123315151887
"56",56,"Baur, 1998","Panthera onca and Puma concolor","Mammals","Carn","Tropical forest",14,2.39,75.8,-0.216223108469636,0.0717070637819746
"57",57,"Baur, 1998","Pecari tajacu","Mammals","Herb","Tropical forest",6,2.39,21.27,-2.07944154167984,0.504076576576576
"58",58,"Baur, 1998","Pecari tajacu","Mammals","Herb","Tropical forest",10,2.39,21.27,-1.16315080980568,0.327527927927928
"59",59,"Baur, 1998","Pecari tajacu","Mammals","Herb","Tropical forest",14,2.39,21.27,-0.693147180559945,0.225413147522522
"60",60,"Baur, 1998","Tapirus bairdii","Mammals","Herb","Tropical forest",6,2.39,300,0.693147180559945,0.386286082000368
"61",61,"Baur, 1998","Tapirus bairdii","Mammals","Herb","Tropical forest",10,2.39,300,0.826678573184468,0.426279115531348
"62",62,"Baur, 1998","Tapirus bairdii","Mammals","Herb","Tropical forest",14,2.39,300,1.04982212449868,0.392112814855672
"63",63,"Baur, 1998","Tayassu pecari","Mammals","Frug","Tropical forest",14,2.39,32.23,-0.0256424306133377,0.0289386080888962
"64",64,"Begazo and Bodmer 1998","Mitu tuberosum","Birds","Frug","Tropical forest",2.5,0.57,2.77,-4.41279829334063,0.654639804021072
"65",65,"Begazo and Bodmer 1998","Ortalis guttata","Birds","Frug","Tropical forest",2.5,0.57,0.55,0.595547797161486,0.00649871377972024
"66",66,"Begazo and Bodmer 1998","Penelope jacquacu","Birds","Frug","Tropical forest",2.5,0.57,1.49,-3.21157652238659,0.00735061384275328
"67",67,"Begazo and Bodmer 1998","Pipile cumanensis","Birds","Frug","Tropical forest",2.5,0.57,1.24,-2.73643149364043,0.00341885805613729
"68",68,"Begazo and Bodmer 1998","Mitu tuberosum","Birds","Frug","Tropical forest",12.5,0.75,2.77,0.231592605800737,0.0145484297520661
"69",69,"Begazo and Bodmer 1998","Ortalis guttata","Birds","Frug","Tropical forest",12.5,0.75,0.55,0.093090423066012,0.0200669783610946
"70",70,"Begazo and Bodmer 1998","Penelope jacquacu","Birds","Frug","Tropical forest",12.5,0.75,1.49,0,0.00440816326530612
"71",71,"Begazo and Bodmer 1998","Pipile cumanensis","Birds","Frug","Tropical forest",12.5,0.75,1.24,0.322062154679726,0.00584683352900285
"72",72,"Begazo, 1999","Crypturellus cinereus","Birds","Frug","Tropical forest",4.5,0.57,0.51,1.20397280432594,0.0666598322222222
"73",73,"Begazo, 1999","Crypturellus cinereus","Birds","Frug","Tropical forest",9.25,0.57,0.51,0.510825623765991,0.0816617902222222
"74",74,"Begazo, 1999","Crypturellus undulatus","Birds","Frug","Tropical forest",4.5,0.57,0.56,0.628608659422374,0.03228709125
"75",75,"Begazo, 1999","Crypturellus undulatus","Birds","Frug","Tropical forest",9.25,0.57,0.56,0,0.04061273125
"76",76,"Begazo, 1999","Ortalis guttata","Birds","Frug","Tropical forest",4.5,0.57,0.55,2.15948424935337,0.0512795332429323
"77",77,"Begazo, 1999","Ortalis guttata","Birds","Frug","Tropical forest",9.25,0.57,0.55,0.510825623765991,0.0816617902222222
"78",78,"Begazo, 1999","Pipile cumanensis","Birds","Frug","Tropical forest",4.5,0.57,1.24,-0.693147180559945,0.062494765
"79",79,"Begazo, 1999","Tinamus major","Birds","Frug","Tropical forest",4.5,0.57,1.03,-0.810930216216329,0.0381861832561728
"80",80,"Begazo, 1999","Tinamus major","Birds","Frug","Tropical forest",9.25,0.57,1.03,0.0540672212702758,0.0174724246342892
"81",81,"Begazo, 1999","Crypturellus cinereus","Birds","Frug","Tropical forest",18,0.75,0.51,0.287682072451781,0.0773785079365079
"82",82,"Begazo, 1999","Crypturellus undulatus","Birds","Frug","Tropical forest",18,0.75,0.56,-0.980829253011726,0.063236535218254
"83",83,"Begazo, 1999","Mitu tuberosum","Birds","Frug","Tropical forest",18,0.75,2.77,-1.6094379124341,0.083904805
"84",84,"Begazo, 1999","Ortalis guttata","Birds","Frug","Tropical forest",18,0.75,0.55,0,0.0892804761904762
"85",85,"Begazo, 1999","Penelope jacquacu","Birds","Frug","Tropical forest",18,0.75,1.49,-0.944461608840851,0.0273576207561728
"86",86,"Begazo, 1999","Pipile cumanensis","Birds","Frug","Tropical forest",18,0.75,1.24,0.0953101798043249,0.0254877565938607
"87",87,"Begazo, 1999","Psophia leucoptera","Birds","Frug","Tropical forest",18,0.75,1.32,-2.83321334405622,0.07508353125
"88",88,"Begazo, 1999","Tinamus major","Birds","Frug","Tropical forest",18,0.75,1.03,-0.405465108108164,0.0188496842482363
"89",89,"Begazo, 1999","Crypturellus bartletti","Birds","Frug","Tropical forest",1.5,5.83,0.24,0.510825623765991,0.097613213968254
"90",90,"Begazo, 1999","Crypturellus bartletti","Birds","Frug","Tropical forest",10.5,5.83,0.24,-0.405465108108164,0.083319753968254
"91",91,"Begazo, 1999","Crypturellus bartletti","Birds","Frug","Tropical forest",22,5.83,0.24,-0.405465108108164,0.214232587301587
"92",92,"Begazo, 1999","Crypturellus variegatus","Birds","Frug","Tropical forest",1.5,5.83,0.38,0.693147180559945,0.0893002817460317
"93",93,"Begazo, 1999","Crypturellus variegatus","Birds","Frug","Tropical forest",10.5,5.83,0.38,0.287682072451781,0.0654733968253968
"94",94,"Begazo, 1999","Crypturellus variegatus","Birds","Frug","Tropical forest",22,5.83,0.38,-0.405465108108164,0.214232587301587
"95",95,"Begazo, 1999","Mitu tuberosum","Birds","Frug","Tropical forest",10.5,5.83,2.77,-0.405465108108164,0.083319753968254
"96",96,"Begazo, 1999","Mitu tuberosum","Birds","Frug","Tropical forest",22,5.83,2.77,0,0.158720846560847
"97",97,"Begazo, 1999","Ortalis guttata","Birds","Frug","Tropical forest",1.5,5.83,0.55,1.38629436111989,0.1026475625
"98",98,"Begazo, 1999","Ortalis guttata","Birds","Frug","Tropical forest",10.5,5.83,0.55,-0.693147180559945,0.142835571428571
"99",99,"Begazo, 1999","Penelope jacquacu","Birds","Frug","Tropical forest",1.5,5.83,1.49,-1.58045037556085,0.03992275
"100",100,"Begazo, 1999","Penelope jacquacu","Birds","Frug","Tropical forest",10.5,5.83,1.49,0.0571584138399486,0.00618587698412698
"101",101,"Begazo, 1999","Penelope jacquacu","Birds","Frug","Tropical forest",22,5.83,1.49,-0.307484699747961,0.0175350833333333
"102",102,"Begazo, 1999","Pipile cumanensis","Birds","Frug","Tropical forest",10.5,5.83,1.24,-1.09861228866811,0.0595229444444444
"103",103,"Begazo, 1999","Pipile cumanensis","Birds","Frug","Tropical forest",22,5.83,1.24,-0.693147180559945,0.134924037037037
"104",104,"Begazo, 1999","Psophia leucoptera","Birds","Frug","Tropical forest",10.5,5.83,1.32,-0.710241613919245,0.00488411905077465
"105",105,"Begazo, 1999","Psophia leucoptera","Birds","Frug","Tropical forest",22,5.83,1.32,-0.316337328212157,0.0101721168273455
"106",106,"Begazo, 1999","Tinamus guttatus","Birds","Frug","Tropical forest",1.5,5.83,0.69,0.980829253011726,0.078856816468254
"107",107,"Begazo, 1999","Tinamus guttatus","Birds","Frug","Tropical forest",10.5,5.83,0.69,0.980829253011726,0.056542128968254
"108",108,"Begazo, 1999","Tinamus guttatus","Birds","Frug","Tropical forest",22,5.83,0.69,0.510825623765991,0.114278867301587
"109",109,"Begazo, 1999","Tinamus major","Birds","Frug","Tropical forest",1.5,5.83,1.03,-0.510825623765991,0.0559672334920635
"110",110,"Begazo, 1999","Tinamus major","Birds","Frug","Tropical forest",10.5,5.83,1.03,0,0.0214248085714286
"111",111,"Begazo, 1999","Tinamus major","Birds","Frug","Tropical forest",22,5.83,1.03,0.336472236621213,0.0380970900680272
"112",112,"Begazo, 1999","Amazona spp","Birds","Frug","Tropical forest",2.25,0.57,0.49,-0.119545150649783,0.061677748498676
"113",113,"Begazo, 1999","Anhinga anhinga","Birds","Carn","Tropical forest",2.25,0.57,1.24,0.368534169080876,0.068158848398788
"114",114,"Begazo, 1999","Ara spp","Birds","Frug","Tropical forest",2.25,0.57,1.13,-0.817444897237522,0.0814946199529885
"115",115,"Begazo, 1999","Ardea cocoi","Birds","Carn","Tropical forest",2.25,0.57,1.75,0.220473322758331,0.0273602676339043
"116",116,"Begazo, 1999","Cairina moschata","Birds","Omn","Tropical forest",2.25,0.57,2.42,-1.51412773262978,0.463991696198347
"117",117,"Begazo, 1999","Cochlearius cochlearius","Birds","Inver","Tropical forest",2.25,0.57,0.64,-0.197359434158495,0.0736580588730211
"118",118,"Begazo, 1999","Leptotila rufaxila","Birds","Frug","Tropical forest",2.25,0.57,0.16,0.193016845910703,0.0267678048890901
"119",119,"Begazo, 1999","Odontophorus stellarus","Birds","Frug","Tropical forest",2.25,0.57,0.34,-1.11300102612021,0.0541003707322248
"120",120,"Begazo, 1999","Phalacrocorax brasilianus","Birds","Carn","Tropical forest",2.25,0.57,1.24,-0.793951879681911,0.0948837539522901
"121",121,"Begazo, 1999","Ramphastos spp","Birds","Frug","Tropical forest",2.25,0.57,0.4,0.372239460479844,0.0715234582473617
"122",122,"Begazo, 1999","Amazona spp","Birds","Frug","Tropical forest",2.5,5.83,0.49,-0.246860077931526,0.0660428967760417
"123",123,"Begazo, 1999","Anhinga anhinga","Birds","Carn","Tropical forest",2.5,5.83,1.24,0.666829872242572,0.426774566162553
"124",124,"Begazo, 1999","Ara spp","Birds","Frug","Tropical forest",2.5,5.83,1.13,-1.00395167043258,0.0508950068805403
"125",125,"Begazo, 1999","Ardea cocoi","Birds","Carn","Tropical forest",2.5,5.83,1.75,0.410020924644025,0.100269846582476
"126",126,"Begazo, 1999","Cairina moschata","Birds","Omn","Tropical forest",2.5,5.83,2.42,-0.65232518603969,0.708269138888889
"127",127,"Begazo, 1999","Cochlearius cochlearius","Birds","Inver","Tropical forest",2.5,5.83,0.64,0.510825623765991,0.583680555555556
"128",128,"Begazo, 1999","Odontophorus stellarus","Birds","Frug","Tropical forest",2.5,5.83,0.34,0.0540672212702758,0.0606712254839096
"129",129,"Begazo, 1999","Ramphastos spp","Birds","Frug","Tropical forest",2.5,5.83,0.4,-0.103603247375086,0.0267354486726
"130",130,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",12.5,2.97,3940.03,-3.76913288773915,0.432298448484835
"131",131,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",17.5,2.97,3940.03,-3.3682444466584,1.00325200808178
"132",132,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",22.5,2.97,3940.03,-2.2218618817216,0.32921183651908
"133",133,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",27.5,2.97,3940.03,-2.85558564181075,0.37365805791481
"134",134,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",32.5,2.97,3940.03,-1.36564927379073,0.21885584243486
"135",135,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",37.5,2.97,3940.03,-1.01599582699399,0.211124261075693
"136",136,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",42.5,2.97,3940.03,-1.57572074353759,0.32288962982431
"137",137,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",7.5,0.79,3940.03,0.210671201360365,0.268872713207676
"138",138,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",12.5,0.79,3940.03,0.852445420011838,0.0887579752377085
"139",139,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",17.5,0.79,3940.03,-0.300322616838787,0.0721994144174942
"140",140,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",22.5,0.79,3940.03,-1.31856877210526,0.162340588938658
"141",141,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",27.5,0.79,3940.03,-0.440484134407746,0.113683924589016
"142",142,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",32.5,0.79,3940.03,-0.67066740407714,0.0545195738298313
"143",143,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",37.5,0.79,3940.03,-0.209149739902047,0.0868660963268571
"144",144,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",42.5,0.79,3940.03,-0.0204506104712908,0.101252916467344
"145",145,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",47.5,0.79,3940.03,0.420405368489132,0.0741517094731984
"146",146,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",52.5,0.79,3940.03,0.129513678094365,0.0600236552691396
"147",147,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",57.5,0.79,3940.03,-0.259534264600154,0.03664559947018
"148",148,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",2.5,4.81,3940.03,1.65621397723183,14.0774914175419
"149",149,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",7.5,4.81,3940.03,1.61225085381072,14.0790138966109
"150",150,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",12.5,4.81,3940.03,1.75347728265704,14.1292760313458
"151",151,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",17.5,4.81,3940.03,1.81725331805427,14.0599370546541
"152",152,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",22.5,4.81,3940.03,1.83987871757225,14.0888565485856
"153",153,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",27.5,4.81,3940.03,2.16865120489216,14.0736315964012
"154",154,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",32.5,4.81,3940.03,1.65082312859695,14.1335491631152
"155",155,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",37.5,4.81,3940.03,1.0939063976307,14.5361039476294
"156",156,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",7.5,1.91,3940.03,-0.510825623765991,1.0476
"157",157,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",12.5,1.91,3940.03,-0.478035800943,0.955150884495317
"158",158,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",17.5,1.91,3940.03,-0.105360515657826,0.68953171562367
"159",159,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",22.5,1.91,3940.03,-0.301105092783922,0.662360656778988
"160",160,"Blake et al., 2007","Loxodonta africana","Mammals","Herb","Tropical forest",27.5,1.91,3940.03,-1.66073120682165,1.36869806094183
"161",161,"Blake et al., 2013","Loxodonta africana","Mammals","Herb","Tropical forest",2.5,1.91,3940.03,0.215111379616945,0.765352208347786
"162",162,"Blom et al., 2004","Gorilla gorilla","Mammals","Herb","Tropical forest",9,5.19,131.63,-1.20397280432594,0.119895454861111
"163",163,"Blom et al., 2004","Gorilla gorilla","Mammals","Herb","Tropical forest",10,5.19,131.63,0,0.0312405625
"164",164,"Blom et al., 2004","Gorilla gorilla","Mammals","Herb","Tropical forest",11,5.19,131.63,0,0.0312405625
"165",165,"Blom et al., 2004","Gorilla gorilla","Mammals","Herb","Tropical forest",12.5,5.19,131.63,0.0953101798043249,0.029820236053719
"166",166,"Blom et al., 2004","Gorilla gorilla","Mammals","Herb","Tropical forest",14,5.19,131.63,0.0953101798043249,0.029820236053719
"167",167,"Blom et al., 2004","Loxodonta africana","Mammals","Herb","Tropical forest",9,5.19,3940.03,-0.485507815781701,0.00340547104148689
"168",168,"Blom et al., 2004","Loxodonta africana","Mammals","Herb","Tropical forest",10,5.19,3940.03,-0.310154928303839,0.00189398208568335
"169",169,"Blom et al., 2004","Loxodonta africana","Mammals","Herb","Tropical forest",11,5.19,3940.03,-0.262364264467491,0.00184286343297995
"170",170,"Blom et al., 2004","Loxodonta africana","Mammals","Herb","Tropical forest",12.5,5.19,3940.03,-0.102515563525595,0.00168907898897043
"171",171,"Blom et al., 2004","Loxodonta africana","Mammals","Herb","Tropical forest",14,5.19,3940.03,0.0253178079842898,0.00158264242820564
"172",172,"Blom et al., 2004","Gorilla gorilla","Mammals","Herb","Tropical forest",2,5.19,131.63,-0.916290731874155,0.093670671875
"173",173,"Blom et al., 2004","Gorilla gorilla","Mammals","Herb","Tropical forest",17.5,5.19,131.63,0.182321556793955,0.0286378648003472
"174",174,"Blom et al., 2004","Loxodonta africana","Mammals","Herb","Tropical forest",2,5.19,3940.03,-0.572519192771331,0.003641688040131
"175",175,"Blom et al., 2004","Loxodonta africana","Mammals","Herb","Tropical forest",17.5,5.19,3940.03,0.0152674721307884,0.00159046082559295
"176",176,"Blom et al., 2005","Cercocebus agilis","Mammals","Frug","Tropical forest",10.5,5.19,8,-0.510825623765991,12.7573481481481
"177",177,"Blom et al., 2005","Cercopithecus cephus","Mammals","Frug","Tropical forest",10.5,5.19,3.48,-0.287682072451781,6.6006958912037
"178",178,"Blom et al., 2005","Cercopithecus nictitans","Mammals","Frug","Tropical forest",10.5,5.19,5.8,-0.510825623765991,2.12760658436214
"179",179,"Blom et al., 2005","Cercopithecus pogonias","Mammals","Frug","Tropical forest",10.5,5.19,3.76,-1.16315080980568,7.21096666666667
"180",180,"Blom et al., 2005","Gorilla gorilla","Mammals","Herb","Tropical forest",10.5,5.19,131.63,-1.04334960999306,1.17081268337404
"181",181,"Blom et al., 2005","Lophocebus albigena","Mammals","Omn","Tropical forest",10.5,5.19,7.69,-1.6094379124341,7.02346666666667
"182",182,"Blom et al., 2005","Loxodonta africana","Mammals","Herb","Tropical forest",10.5,5.19,3940.03,-1.0572022317963,0.0638869583315946
"183",183,"Blom et al., 2005","Pan troglodytes","Mammals","Frug","Tropical forest",10.5,5.19,42.5,0.22314355131421,8.77346666666667
"184",184,"Blom et al., 2005","Philantomba monticola","Mammals","Frug","Tropical forest",10.5,5.19,4.9,-1.09861228866811,7.24483333333333
"185",185,"Blom et al., 2005","Cercocebus agilis","Mammals","Frug","Tropical forest",4.3,5.19,8,-0.916290731874155,9.95628333333333
"186",186,"Blom et al., 2005","Cercopithecus cephus","Mammals","Frug","Tropical forest",4.3,5.19,3.48,-0.470003629245736,4.3878921875
"187",187,"Blom et al., 2005","Cercopithecus nictitans","Mammals","Frug","Tropical forest",4.3,5.19,5.8,-0.510825623765991,1.2028329218107
"188",188,"Blom et al., 2005","Cercopithecus pogonias","Mammals","Frug","Tropical forest",4.3,5.19,3.76,-0.980829253011726,3.29976851851852
"189",189,"Blom et al., 2005","Gorilla gorilla","Mammals","Herb","Tropical forest",4.3,5.19,131.63,-1.58696505658204,1.01945384505833
"190",190,"Blom et al., 2005","Lophocebus albigena","Mammals","Omn","Tropical forest",4.3,5.19,7.69,-2.12026353620009,5.87574074074074
"191",191,"Blom et al., 2005","Loxodonta africana","Mammals","Herb","Tropical forest",4.3,5.19,3940.03,-1.9045000921835,0.0737073916786028
"192",192,"Blom et al., 2005","Pan troglodytes","Mammals","Frug","Tropical forest",4.3,5.19,42.5,-0.693147180559945,10.3670833333333
"193",193,"Blom et al., 2005","Philantomba monticola","Mammals","Frug","Tropical forest",4.3,5.19,4.9,-1.09861228866811,3.89976666666667
"194",194,"Bowkett et al., 2008","Cephalophus harveyi","Mammals","Herb","Montane forest",1.95,16.97,14.5,0.256168806745704,0.439268377925353
"195",195,"Bowkett et al., 2008","Cephalophus spadix","Mammals","Herb","Montane forest",1.95,16.97,56,0.693147180559945,1.46296296296296
"196",196,"Bowkett et al., 2008","Neotragus moschatus","Mammals","Herb","Montane forest",1.95,16.97,6.5,0.22652764929845,0.667312289462844
"197",197,"Bowkett et al., 2008","Cephalophus harveyi","Mammals","Herb","Montane forest",5.2,16.97,14.5,0.163629423781802,0.0565949272400441
"198",198,"Bowkett et al., 2008","Cephalophus harveyi","Mammals","Herb","Montane forest",6.6,16.97,14.5,0.182321556793955,0.20388276177412
"199",199,"Bowkett et al., 2008","Cephalophus harveyi","Mammals","Herb","Montane forest",7.37,16.97,14.5,-0.0454623740767574,0.0846128851765051
"200",200,"Bowkett et al., 2008","Cephalophus harveyi","Mammals","Herb","Montane forest",8.45,16.97,14.5,0.140727659495118,0.060792258483893
"201",201,"Bowkett et al., 2008","Cephalophus spadix","Mammals","Herb","Montane forest",5.2,16.97,56,1.49477500411396,1.47583169639391
"202",202,"Bowkett et al., 2008","Cephalophus spadix","Mammals","Herb","Montane forest",6.6,16.97,56,1.50869634263257,1.47483909477119
