Reference,Study,Group,Common_nam,SpID,Species,Order,BM,Guild,Type_hunting,Region,Country,Longitude,Latitude,Protected_Area,Access_point,N_hunted,N_control,Abund_hunted,Abund_control,SD_hunted,SD_control,unit,Distance_Km,RR,SamplingVar,Biome,HumanPopDens,TravelTime
"Peres and Lake, 2003",9,Mammals,Howler monkeys,6,Alouatta spp,Primates,6.5,Herb,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.8,0.217,0.894,0.466,n groups/10 km,2.25,1.305,0.13,Tropical forest,0.24,2389
"Marshall et al., 2005",99,Mammals,Angolan Colobus,276,Colobus angolensis,Primates,9.85,Herb,S,Africa,Tanzania,35.922,-8.098,Yes,Settlement,11,9,0.4,2.68,0.895,2.28,n/km,2.5,-1.9,0.536,Montane forest,15.77,139
"Lahm, 1993",11,Mammals,African brush-tailed porcupine,18,Atherurus africanus,Rodentia,1.93,Herb,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,0.803,0.605,0.896,0.778,n/km2,2.5,0.283,0.621,Tropical forest,0.87,619
Urquiza-Haas et al. 2011,135,Mammals,Central American Agouti,73,Dasyprocta punctata,Rodentia,2.67,Omn,S,C America,Mexico,-87.664,20.663,Yes,Settlement,30,29,0.81,0.91,0.9,0.954,n/10 km,3.5,-0.116,0.079,Tropical forest,14.99,982
Urquiza-Haas et al. 2011,135,Mammals,White-nosed Coati,110,Nasua narica,Carnivores,4.03,Frug,S,C America,Mexico,-87.664,20.663,Yes,Settlement,30,29,0.81,2.73,0.9,1.652,groups/10 km,3.5,-1.214,0.054,Tropical forest,14.99,982
"Lahm, 1993",11,Mammals,African brush-tailed porcupine,18,Atherurus africanus,Rodentia,1.93,Herb,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,0.812,0.605,0.901,0.778,n/km2,8.5,0.295,0.619,Tropical forest,0.87,619
"Peres and Lake, 2003",9,Mammals,Moustached tamarin and Imperator Tamarin,168,Saguinus mystax and imperator,Primates,0.51,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.818,1.022,0.904,1.011,n groups/10 km,2.25,-0.222,0.049,Tropical forest,0.24,2389
"Kosydar et al., 2014",72,Mammals,Tapeti,208,Sylvilagus brasiliensis,Lagomorpha,0.95,Herb,SC,S America,Bolivia,-62.033,-17.085,No,Road,6,4,0.82,0.55,0.906,0.742,n photos/100 trap nights,7,0.4,0.658,Tropical forest,1.68,631
"Hayward, 2009",40,Mammals,African and golden mole rat,64,Cryptomys hottentotus and Amblysomus hottentotus,Rodentia,0.07,Omn,SC,Africa,South Africa,28.914,-32.22,Yes,Settlement,10,9,1.102,0.236,0.909,0.654,n/100m,0.75,1.542,0.923,Subtropical forest,0,228
"Peres and Lake, 2003",9,Mammals,Squirrel monkeys,171,Saimiri spp,Primates,0.68,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.833,0.211,0.913,0.459,n groups/10 km,3.25,1.373,0.132,Tropical forest,0.24,2389
Endo et al 2010,57,Mammals,Brown capuchin,173,Sapajus apella,Primates,2.5,Omn,S,S America,Peru,-71.509,-11.964,Yes,Settlement,3,3,15.5,30.1,0.915,1.776,n/km2,30,-0.663,0.002,Tropical forest,0.08,1706
"Peres and Lake, 2003",9,Mammals,White-fronted Capuchin,30,Cebus albifrons,Primates,2.63,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.839,0.738,0.916,0.859,n groups/10 km,3.25,0.128,0.057,Tropical forest,0.24,2389
"Peres and Lake, 2003",9,Mammals,Coppery and Red-bellied Titi Monkeys,24,Callicebus cupreus and C. moloch,Primates,1.1,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.84,0.076,0.917,0.276,n groups/10 km,0.75,2.403,0.319,Tropical forest,0.24,2389
"Stokes et al., 2010",48,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,C,Africa,Congo,16.801,1.963,Yes,Road & Settlement,10,14,0.8,7.071,0.919,8.607,n/km2,5,-2.177,0.238,Tropical forest,0.85,4481
"Peres and Lake, 2003",9,Mammals,Howler monkeys,6,Alouatta spp,Primates,6.5,Herb,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.847,0.217,0.92,0.466,n groups/10 km,1.25,1.362,0.129,Tropical forest,0.24,2389
"Hall et al., 1998",39,Mammals,Grauer's gorilla,82,Gorilla beringei,Primates,149.33,Herb,S,Africa,D.R. Congo,27.989,-1.879,Yes,Road & Settlement,6,5,0.85,0.39,0.922,0.625,n nests/km2,20.5,0.779,0.709,Tropical forest,9.39,873
"Peres and Lake, 2003",9,Mammals,Squirrel monkeys,171,Saimiri spp,Primates,0.68,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.85,0.211,0.922,0.459,n groups/10 km,1.25,1.393,0.131,Tropical forest,0.24,2389
"Wright et al., 2000",100,Mammals,Black-eared Opossum,243,Didelphis marsupialis,Didelphimorphia,1.09,Carn,SC,C America,Panama,-79.611,9.073,Yes,Settlement,17,17,0.863,0.478,0.929,0.691,n/100 trap nights,4,0.59,0.191,Tropical forest,680.09,26
"Peres and Lake, 2003",9,Mammals,Agoutis,74,Dasyprocta spp,Rodentia,2.5,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.873,0.833,0.934,0.913,n groups/10 km,4.25,0.047,0.052,Tropical forest,0.24,2389
"Peres and Lake, 2003",9,Mammals,Southern Amazon Red Squirrel,175,Sciurus spadiceus,Rodentia,0.4,Frug,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.873,0.349,0.934,0.591,n groups/10 km,3.75,0.917,0.089,Tropical forest,0.24,2389
"De Andrade Melo et al., 2015",74,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0.88,0.95,0.938,0.975,n/10 km,2.7,-0.076,0.074,Camparina Forest,0.31,580
"Thiollay, 1984",89,Birds,King Vulture,263,Sarcoramphus papa,Cathartiformes,3.4,Carn,S,S America,French Guiana,-53.209,3.623,No,Settlement,128,28,0.88,2.66,0.938,1.631,n/2h,2.5,-1.102,0.022,Tropical forest,0.04,1003
"Thiollay, 1984",89,Birds,Black-and-white Hawk-eagle,264,Spizaetus melanoleucus,Accipitridae,0.85,Carn,S,S America,French Guiana,-53.209,3.623,No,Settlement,128,28,0.88,1.33,0.938,1.153,n/2h,2.5,-0.411,0.036,Tropical forest,0.04,1003
Espinosa-Andrade 2012,133,Mammals,Nine-banded Armadillo,75,Dasypus novemcinctus,Cingulata,4.2,Inver,SC,S America,Ecuador,-77.127,-1.004,No,Settlement,23,26,0.881,1.071,0.939,1.035,n/100 trap days,3.8,-0.195,0.085,Tropical forest,1.54,1484
Endo et al 2010,58,Mammals,Brown Titi Monkey,23,Callicebus brunneus,Primates,0.99,Omn,S,S America,Peru,-71.919,-11.798,Yes,Settlement,3,3,7.8,20.2,0.944,2.444,n/km2,2.7,-0.951,0.01,Tropical forest,0.08,1787
Espinosa-Andrade 2012,133,Mammals,South american tapir,189,Tapirus terrestris,Perissodactyla,207.5,Herb,SC,S America,Ecuador,-76.441,-0.65,Yes,Settlement,26,26,0.897,1.497,0.947,1.223,n/100 trap days,3.9,-0.511,0.069,Tropical forest,3.81,1701
"De Andrade Melo et al., 2015",74,Mammals,Bearded Saki,214,Chiropotes chiropotes,Primates,2.95,Frug,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0.9,6.86,0.949,2.619,n/10 km,2.7,-2.029,0.041,Camparina Forest,0.31,580
"Noss, 2000a",71,Mammals,Peters' Duiker,33,Cephalophus callipygus,Cetartiodactyla,18.25,Herb,S,Africa,C.A.R.,16.262,2.964,Yes,Settlement,6,6,0.9,1,0.949,1,n/km2,2.5,-0.105,0.352,Tropical forest,5.19,259
"Hayward, 2009",41,Mammals,African and golden mole rat,64,Cryptomys hottentotus and Amblysomus hottentotus,Rodentia,0.07,Omn,SC,Africa,South Africa,28.848,-32.272,Yes,Settlement,8,4,1.308,0.168,0.951,0.206,n/100m,0.25,2.055,0.443,Subtropical forest,7.71,315
"Hayward, 2009",41,Mammals,African and golden mole rat,64,Cryptomys hottentotus and Amblysomus hottentotus,Rodentia,0.07,Omn,SC,Africa,South Africa,28.848,-32.272,Yes,Settlement,3,4,1.029,0.168,0.951,0.206,n/100m,2.25,1.815,0.661,Subtropical forest,7.71,315
"Peres and Lake, 2003",9,Mammals,Moustached tamarin and Imperator Tamarin,168,Saguinus mystax and imperator,Primates,0.51,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.907,1.022,0.952,1.011,n groups/10 km,2.75,-0.119,0.046,Tropical forest,0.24,2389
"Peres and Lake, 2003",9,Mammals,Moustached tamarin and Imperator Tamarin,168,Saguinus mystax and imperator,Primates,0.51,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.907,1.022,0.952,1.011,n groups/10 km,4.25,-0.119,0.046,Tropical forest,0.24,2389
"Peres and Lake, 2003",9,Mammals,Southern Amazon Red Squirrel,175,Sciurus spadiceus,Rodentia,0.4,Frug,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.913,0.349,0.956,0.591,n groups/10 km,2.25,0.962,0.088,Tropical forest,0.24,2389
Endo et al 2010,57,Birds,Razor-billed curassow,104,Mitu tuberosum,Galliformes,2.77,Frug,S,S America,Peru,-71.656,-11.732,Yes,Settlement,3,3,2.12,8.9,0.963,1.629,n/km2,2.7,-1.429,0.08,Tropical forest,0.08,1135
"De Andrade Melo et al., 2015",74,Mammals,Red-rumped agouti,72,Dasyprocta leporina,Rodentia,3.02,Omn,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0.93,1.08,0.964,1.039,n/10 km,2.7,-0.149,0.068,Camparina Forest,0.31,580
Hegerl et al. 2015,145,Mammals,Blue Monkey,275,Cercopithecus mitis,Primates,5,Frug,SC,Africa,Tanzania,35.888,-8.528,Yes,Settlement,1,1,0.94,0.55,0.97,0.742,n events/100 camera trap days,5.96,0.536,2.882,Montane forest,16.97,541
"Peres and Lake, 2003",9,Mammals,Coppery and Red-bellied Titi Monkeys,24,Callicebus cupreus and C. moloch,Primates,1.1,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,0.942,0.076,0.971,0.276,n groups/10 km,1.25,2.517,0.316,Tropical forest,0.24,2389
Espinosa-Andrade 2012,133,Mammals,Giant anteater,109,Myrmecophaga tridactyla,Pilosa,22.33,Inver,SC,S America,Ecuador,-76.441,-0.65,Yes,Settlement,26,26,0.95,0.646,0.975,0.804,n/100 trap days,3.9,0.386,0.1,Tropical forest,3.81,1701
"Thiollay, 1984",89,Birds,White Hawk,261,Pseudastur albicollis,Accipitridae,0.71,Carn,S,S America,French Guiana,-53.209,3.623,No,Settlement,128,28,0.99,1.33,0.995,1.153,n/2h,2.5,-0.293,0.035,Tropical forest,0.04,1003
"Begazo, 1999",50,Birds,Speckled chacalaca,119,Ortalis guttata,Galliformes,0.55,Frug,S,S America,Peru,-73.081,-4.447,Yes,Settlement,14,7,1,2,1,1.414,n/100km,10.5,-0.691,0.143,Tropical forest,5.83,2161
"Begazo, 1999",52,Birds,Boat-billed Heron,56,Cochlearius cochlearius,Pelecaniformes,0.64,Inver,S,S America,Peru,-73.198,-4.337,Yes,Settlement,4,5,1,0.6,1,0.775,n/100km,2.5,0.512,0.583,Tropical forest,5.83,1114
"Cullen Jr. et al., 2000; 2001",116,Mammals,Brown Howler Monkey,288,Alouatta guariba,Primates,5.19,Herb,S,S America,Brazil,-52.467,-22.479,No,Settlement,6,6,3.77,0.343,1,0.14,n/10 km,2.5,2.397,0.039,Atlantic deciduous forest,18.45,154
"Cullen Jr. et al., 2000; 2001",116,Mammals,Black lion tamarin,91,Leontopithecus chrysopygus,Primates,0.7,Omn,S,S America,Brazil,-52.467,-22.479,No,Settlement,6,6,1,2.66,1,1.631,n/km2,2.5,-0.978,0.229,Atlantic deciduous forest,18.45,154
"Demmer et al., 2002",35,Birds,Quails,116,Odontophorus spp,Galliformes,0.32,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,1,1,1,1.732,n/km,0.68,0.001,1.333,Tropical forest,0.29,348
"Demmer et al., 2002",35,Birds,Collared Aracari,157,Pteroglossus torquatus,Piciformes,0.22,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,1,1,1,1.732,n/km,0.68,0.001,1.333,Tropical forest,0.29,348
"Demmer et al., 2002",35,Birds,Keel-billed toucan,161,Ramphastos sulfuratus,Piciformes,0.41,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,1,0.333,1,0.577,n/km,1.93,1.099,1.334,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,Central American Agouti,73,Dasyprocta punctata,Rodentia,2.67,Omn,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,1,1.333,1,1.528,n/km,1.93,-0.287,0.771,Tropical forest,0.29,348
"Demmer et al., 2002",35,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,1,7.667,1,4.619,n/km,1.93,-2.035,0.454,Tropical forest,0.29,348
"Demmer et al., 2002",36,Birds,Scarlet Macaw,11,Ara macao,Psittaciformes,1.02,Omn,S,C America,Honduras,-84.875,15.045,Yes,Settlement,3,3,1,1.333,1,1.155,n/km,0.68,-0.286,0.583,Tropical forest,0.37,399
"Demmer et al., 2002",36,Birds,Keel-billed toucan,161,Ramphastos sulfuratus,Piciformes,0.41,Frug,S,C America,Honduras,-84.875,15.045,Yes,Settlement,3,3,2,2.667,1,2.082,n/km,1.93,-0.286,0.286,Tropical forest,0.37,399
"Emmons, 1984",152,Mammals,White-bellied slender mouse opossum  and Delicate slender mouse opossum,356,Marmosops noctivagus and M. parvidens,Didelphimorphia,0.02,Omn,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,1,0.4,1,0.632,n/10 km,5.9,0.916,3.5,Tropical forest,1.37,424
Endo et al 2010,57,Birds,Blue-throated Piping-guan,139,Pipile cumanensis,Galliformes,1.24,Frug,S,S America,Peru,-71.656,-11.732,Yes,Settlement,3,3,1.55,1.55,1,0.825,n/km2,2.7,0.001,0.233,Tropical forest,0.08,1135
"Hayward, 2009",40,Mammals,Bushbuck,198,Tragelaphus scriptus,Cetartiodactyla,43.25,Herb,SC,Africa,South Africa,28.914,-32.22,Yes,Settlement,10,9,0.936,0.973,1,0.69,n/100m,1.75,-0.038,0.17,Subtropical forest,0,228
"Nunez-Iturri et al., 2007",84,Mammals,South American Coati,111,Nasua nasua,Carnivores,3.79,Frug,SC,S America,Peru,-70.917,-12.233,No,Settlement,3,3,1,0.333,1,0.577,n/km,5.5,1.099,1.334,Tropical forest,0.29,482
"Nunez-Iturri et al., 2007",84,Mammals,Imperator Tamarin,165,Saguinus imperator,Primates,0.4,Omn,SC,S America,Peru,-70.917,-12.233,No,Settlement,3,3,1,0.333,1,0.577,n/km,5.5,1.099,1.334,Tropical forest,0.29,482
"Peres and Lake, 2003",9,Mammals,Howler monkeys,6,Alouatta spp,Primates,6.5,Herb,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,1,0.217,1,0.466,n groups/10 km,0.25,1.528,0.125,Tropical forest,0.24,2389
"Rosin and Swamy, 2013",64,Mammals,Tufted capuchin,173,Sapajus apella,Primates,2.5,Omn,S,S America,Peru,-69.054,-12.534,Yes,Settlement,4,3,1,6.2,1,2.49,n/km2,1,-1.823,0.304,Tropical forest,0.93,452
"Thoisy et al., 2005",125,Mammals,Golden-handed tamarin,166,Saguinus midas,Primates,0.54,Omn,SC,S America,French Guiana,-52.555,4.914,No,Settlement,20,22,1,0.32,1,0.566,n/km,2.5,1.14,0.192,Tropical forest,17.44,194
"Yasuoka, 2006",160,Mammals,Blue duiker,136,Philantomba monticola,Cetartiodactyla,4.9,Frug,S,Africa,Cameroon,14.66,2.685,Yes,Settlement,1,1,1,2,1,1.414,number of droppings/plot,17,-0.693,1.5,Tropical forest,2.972,1275
"Yasuoka, 2006",160,Mammals,Red river hog,148,Potamochoerus porcus,Cetartiodactyla,70,Omn,S,Africa,Cameroon,14.66,2.685,Yes,Settlement,1,1,1,4,1,2,number of droppings/plot,17,-1.385,1.25,Tropical forest,2.972,1275
"Muchaal and Ngandjui, 1999",14,Mammals,Grey-cheeked mangabey,95,Lophocebus albigena,Primates,7.69,Omn,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,31,13,0.03,0.85,1.002,3.57,n/5km ,1.5,-3.337,37.357,Tropical forest,5.59,233
"Wright et al., 2000",100,Mammals,Black-eared Opossum,243,Didelphis marsupialis,Didelphimorphia,1.09,Carn,SC,C America,Panama,-79.71,9.137,Yes,Settlement,16,17,1.003,0.478,1.002,0.691,n/100 trap nights,2.3,0.741,0.185,Tropical forest,611.44,41
Koerner et al. 2016,132,Birds,Piping hornbill,267,Bycanistes fistulator,Bucerotiformes,0.92,Frug,S,Africa,Gabon,12.74,0.718,No,Settlement,70,100,0.39,0.45,1.004,0.9,n/km,#REF!,-0.142,0.135,Tropical forest,0.87,934.6
Koerner et al. 2016,132,Birds,Red-billed dwarf hornbill,271,Tockus camurus,Bucerotiformes,0.1,Inver,S,Africa,Gabon,12.74,0.718,No,Settlement,70,100,0.34,0.6,1.004,1.1,n/km,#REF!,-0.566,0.158,Tropical forest,0.87,934.6
Endo et al 2010,57,Mammals,Brown capuchin,173,Sapajus apella,Primates,2.5,Omn,S,S America,Peru,-71.63,-11.864,Yes,Settlement,3,3,17.1,30.1,1.009,1.776,n/km2,15,-0.565,0.002,Tropical forest,0.08,1667
"Novack, 2003",68,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,S,C America,Guatemala,-89.633,17.394,Yes,Settlement,6,6,2.38,8.12,1.01,2.49,n/km2,8,-1.226,0.046,Tropical forest,6.96,315
"Paciulli, 2004",102,Mammals,Kloss¡¯s Gibbon,277,Hylobates klossii,Primates,5.8,Frug,S,Asia,Indonesia,100.081,-2.628,No,Settlement,9,9,1.03,1.12,1.015,1.058,n/km2,0.28,-0.083,0.207,Tropical forest,23.25,568
"Cronin, 2013",66,Mammals,Red-eared Monkey,47,Cercopithecus erythrotis,Primates,3.92,Frug,SC,Africa,Equatorial Guinea,8.579,3.249,Yes,Settlement,12,10,1.04,0.64,1.02,0.8,primate groups/km,0.1,0.486,0.236,Tropical forest,7.84,119
"Wright et al., 2000",100,Mammals,White-nosed Coati,110,Nasua narica,Carnivores,4.03,Frug,SC,C America,Panama,-79.633,9.115,Yes,Settlement,14,17,1.04,56.879,1.02,7.542,n/km2,2,-3.987,0.07,Tropical forest,97.71,55
Espinosa-Andrade 2012,133,Mammals,Short-eared dog,241,Atelocynus microtis,Carnivores,7.75,Carn,SC,S America,Ecuador,-77.127,-1.004,No,Settlement,23,26,1.063,0.483,1.031,0.695,n/100 trap days,3.8,0.79,0.121,Tropical forest,1.54,1484
"Lahm, 1993",11,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,1.065,3.626,1.032,1.904,n/km2,8.5,-1.224,0.225,Tropical forest,0.87,619
"Cronin, 2013",66,Mammals,Red-eared Monkey,47,Cercopithecus erythrotis,Primates,3.92,Frug,SC,Africa,Equatorial Guinea,8.579,3.249,Yes,Settlement,11,10,1.07,0.64,1.034,0.8,primate groups/km,2,0.514,0.241,Tropical forest,7.84,119
"Cabassu, 2010",56,Mammals,Nine-banded Armadillo,75,Dasypus novemcinctus,Cingulata,4.2,Inver,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,1.036,1.53,1.036,1.237,n/km,5,-0.39,0.202,Tropical forest,0.73,1485
Urquiza-Haas et al. 2011,135,Mammals,White-tailed deer,114,Odocoileus virginianus,Cetartiodactyla,55.51,Herb,S,C America,Mexico,-87.664,20.663,Yes,Settlement,30,29,1.08,0.18,1.039,0.424,n/10 km,3.5,1.792,0.222,Tropical forest,14.99,982
Begazo and Bodmer 1998,53,Birds,Razor-billed curassow,104,Mitu tuberosum,Galliformes,2.77,Frug,S,S America,Peru,-75.1,-4.99,No,Settlement,18,90,2.08,1.65,1.04,0.402,n/km2,12.5,0.233,0.015,Tropical forest,0.75,2112
"Cabassu, 2010",56,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,1.089,0.576,1.044,0.759,n/km,1,0.638,0.289,Tropical forest,0.73,1485
"Parry et al., 2009",85,Birds,Black curassow,64,Crax alector,Galliformes,2.87,Frug,S,S America,Brazil,-52.67,-0.801,No,Settlement,6,8,0.947,1.605,1.048,1.879,n/km2,5,-0.525,0.375,Tropical forest,0.53,299
"Emmons, 1984",152,Mammals,Spotted paca,70,Cuniculus paca,Rodentia,8.17,Omn,S,S America,Peru,-69.716667,-12.816667,No,Road & Settlement,1,1,1.1,0.8,1.049,0.894,n/10 km,5.9,0.319,2.159,Tropical forest,1.37,424
"Remis, 2000",162,Mammals,Small diurnal monkeys,46,"Cercopithecus cephus, C. nictitans, C. pogonias and Lophocebus albigena",Primates,4.92,Frug,SC,Africa,C.A.R.,16.39,2.78,No,Settlement,6,6,1.1,0.91,1.049,0.954,calls/km,35,0.19,0.335,Tropical forest,5.19,1172
"Lahm, 1993",11,Mammals,"Southern Needle-clawed Galago, Allen's Galago, Demidoff's Dwarf Galago and Calabar Angwantibo",79,"Euoticus elegantulus, Galago alleni, Galagoides demidovii, Arctocebus calabarensis",Primates,0.22,Omn,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,1.111,5.804,1.054,2.409,n/km2,2.5,-1.652,0.193,Tropical forest,0.87,619
"Peres and Lake, 2003",9,Mammals,Southern Amazon Red Squirrel,175,Sciurus spadiceus,Rodentia,0.4,Frug,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,1.111,0.349,1.054,0.591,n groups/10 km,2.75,1.158,0.084,Tropical forest,0.24,2389
"Kosydar et al., 2014",72,Mammals,Yellow armadillo,205,Euphractus sexcinctus,Cingulata,4.78,Omn,SC,S America,Bolivia,-62.033,-17.085,No,Road,5,5,1.12,1.03,1.058,1.015,n traps/100 trap nights,7,0.084,0.373,Tropical forest,1.68,631
"Paciulli, 2004",102,Mammals,Kloss¡¯s Gibbon,277,Hylobates klossii,Primates,5.8,Frug,S,Asia,Indonesia,100.033,-2.635,No,Settlement,9,9,1.13,1.12,1.063,1.058,n/km2,4,0.009,0.198,Tropical forest,4.75,663
"Chiarello, 1999",155,Mammals,Brazilian Common Opossum,350,Didelphis aurita,Didelphimorphia,1.16,Carn,SC,S America,Brazil,-40.116165,-19.007167,Yes,Road & Settlement,32,30,1.14,0.66,1.068,0.812,n/10km,6.9,0.547,0.078,Atlantic forest,28.88,173.3
"Paciulli, 2004",101,Mammals,Mentawai Langur,282,Presbytis potenziani,Primates,6.45,Frug,S,Asia,Indonesia,100.282,-2.905,No,Settlement,9,9,1.15,0.58,1.072,0.762,n/km2,3.5,0.685,0.288,Tropical forest,7.26,661
Espinosa-Andrade 2012,133,Mammals,Spotted paca,70,Cuniculus paca,Rodentia,8.17,Omn,SC,S America,Ecuador,-77.127,-1.004,No,Settlement,23,26,1.165,1.186,1.079,1.089,n/100 trap days,3.8,-0.017,0.07,Tropical forest,1.54,1484
"Wright et al., 2000",100,Mammals,Howler monkey,3,Alouatta palliata,Primates,7.27,Herb,SC,C America,Panama,-79.852,9.112,Yes,Settlement,12,17,1.167,0.747,1.08,0.864,n/km,4,0.446,0.15,Tropical forest,62.96,154
Hegerl et al. 2015,145,Mammals,Abbott's duiker,42,Cephalophus spadix,Cetartiodactyla,56,Herb,SC,Africa,Tanzania,35.888,-8.528,Yes,Settlement,1,1,1.18,3.49,1.086,1.868,n events/100 camera trap days,5.96,-1.084,1.134,Montane forest,16.97,541
"Cullen Jr. et al., 2000; 2001",115,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,S America,Brazil,-51.526,-22.673,No,Settlement,6,6,0.57,6.43,1.09,3.229,n/10 km,2.5,-2.42,0.651,Atlantic deciduous forest,11.17,139
"Cullen Jr. et al., 2000; 2001",117,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,S,S America,Brazil,-49.894,-22.841,No,Settlement,6,6,3.86,4.26,1.09,1.5,n/10 km,2.5,-0.098,0.034,Atlantic deciduous forest,31.98,12
Endo et al 2010,57,Mammals,Green acouchy,108,Myoprocta pratti,Rodentia,0.97,Omn,S,S America,Peru,-71.63,-11.864,Yes,Settlement,3,3,1.65,0.53,1.091,0.557,n/km2,15,1.136,0.513,Tropical forest,0.08,1667
"Dethier, 1995",18,Mammals,Blue duiker,136,Philantomba monticola,Cetartiodactyla,4.9,Frug,SC,Africa,Cameroon,13.017,3.325,Yes,Settlement,6,6,1.2,2.2,1.095,1.483,n/km,12.5,-0.606,0.215,Tropical forest,4.51,232
"Noss, 2000a",71,Mammals,Peters' Duiker,33,Cephalophus callipygus,Cetartiodactyla,18.25,Herb,S,Africa,C.A.R.,16.262,2.964,Yes,Settlement,6,6,1.2,1,1.095,1,n/km2,7.5,0.183,0.306,Tropical forest,5.19,259
"Noss, 2000a",71,Mammals,Bay Duiker,37,Cephalophus dorsalis,Cetartiodactyla,20,Herb,S,Africa,C.A.R.,16.262,2.964,Yes,Settlement,6,6,1.2,2,1.095,1.414,n/km2,7.5,-0.51,0.222,Tropical forest,5.19,259
"Topp-J?rgensen et al., 2009",144,Mammals,Bushpig,147,Potamochoerus larvatus,Cetartiodactyla,48.78,Omn,S,Africa,Tanzania,35.967,-8.367,Yes,Settlement,1,1,1.2,11,1.095,3.317,trails/km,7.39,-2.213,0.924,Montane forest,16.97,627
Espinosa-Andrade 2012,133,Mammals,Black-eared Opossum,243,Didelphis marsupialis,Didelphimorphia,1.09,Carn,SC,S America,Ecuador,-76.441,-0.65,Yes,Settlement,26,26,1.202,0.761,1.096,0.873,n/100 trap days,3.9,0.457,0.083,Tropical forest,3.81,1701
Endo et al 2010,57,Mammals,White-lipped peccary,190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,S America,Peru,-71.919,-11.798,Yes,Settlement,3,3,1.1,21.7,1.1,6.532,n/km2,2.7,-2.977,0.364,Tropical forest,0.08,1787
"Peres and Lake, 2003",9,Mammals,Moustached tamarin and Imperator Tamarin,168,Saguinus mystax and imperator,Primates,0.51,Omn,S,S America,Brazil,-67.605,-6.05,Yes,River,45,45,1.209,1.022,1.1,1.011,n groups/10 km,3.75,0.168,0.04,Tropical forest,0.24,2389
"Wright et al., 2000",100,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,SC,C America,Panama,-79.702,9.101,No,Settlement,15,17,1.214,6.838,1.102,2.615,n/km2,1.7,-1.727,0.064,Tropical forest,611.17,38
"Lahm, 1993",11,Mammals,"Southern Needle-clawed Galago, Allen's Galago, Demidoff's Dwarf Galago and Calabar Angwantibo",79,"Euoticus elegantulus, Galago alleni, Galagoides demidovii, Arctocebus calabarensis",Primates,0.22,Omn,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,1.217,5.804,1.103,2.409,n/km2,8.5,-1.561,0.18,Tropical forest,0.87,619
"Cabassu, 2010",56,Mammals,Nine-banded Armadillo,75,Dasypus novemcinctus,Cingulata,4.2,Inver,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,1.232,1.53,1.11,1.237,n/km,3,-0.216,0.175,Tropical forest,0.73,1485
